-0.73287,0.090635,0.036321,0.16267,0.0017779,-0.10239,-0.1361,-0.031426
-0.82332,0.014541,0.15655,0.021465,-0.10791,-0.067499,0.052048,0.070416
-0.53172,0.094053,0.10504,0.044155,-0.0037851,-0.11533,-0.015516,-0.1451
-0.22168,-0.0932,-0.056187,-0.07161,0.11225,-0.12565,-0.010812,0.017237
0.19395,-0.062354,-0.23382,0.050142,0.35274,-0.22119,-0.2284,-0.27065
0.90435,-0.20962,-0.40306,0.087396,0.75526,-0.25306,-0.16437,-0.44165
-0.0073752,-0.24524,0.017921,-0.26642,0.38742,0.031411,0.17767,-0.095445
0.31982,0.063783,-0.28005,0.023871,0.23337,-0.072989,-0.025658,-0.097242
0.0043252,0.047644,-0.12438,0.0074504,0.064771,-0.23193,0.056207,-0.0075454
-1.5644,0.17863,0.48003,-0.01996,-0.41171,0.29507,0.27071,0.028344
-0.58346,0.38338,0.25507,-0.074386,-0.25776,0.24826,0.26926,-0.080159
-0.018623,-0.094115,-0.10189,0.12181,0.057638,-0.48745,-0.017255,-0.20997
0.77393,-0.055924,-0.22364,0.063854,0.021381,0.0083859,0.27059,-0.64506
-0.26887,-0.17851,-0.10564,0.1725,0.016314,-0.40378,-0.40446,-0.69372
0.47753,0.1274,-0.078637,-0.21538,0.090693,0.12578,0.26867,0.47612
0.67751,-0.016144,-0.10493,0.24876,0.062106,0.033194,-0.081156,-0.27341
0.44808,-0.039729,-0.081921,0.03015,0.01393,0.023796,0.19174,-0.075522
0.27773,-0.079358,-0.076364,0.086217,-0.0022181,0.01236,0.029163,-0.1265
0.3694,0.069752,-0.0169,-0.13435,0.1974,0.055972,0.01966,-0.1772
0.48619,-0.13171,0.11635,-0.16625,0.13045,0.28078,0.35975,-0.34125
0.69878,-0.012672,-0.11518,0.018969,0.40987,-0.020824,-0.19434,-0.12982
0.88665,-0.0011911,0.017174,0.030932,0.42204,0.069203,0.054176,-0.27987
0.33946,0.23896,0.22957,0.049039,0.27938,0.16436,-0.051975,-0.11542
0.38249,-0.074343,0.12909,-0.061939,0.11644,0.32218,-0.019088,-0.11385
-0.086561,0.2481,0.20814,0.095476,0.11784,0.18389,-0.14407,-0.27788
-0.030058,0.3501,0.40332,-0.11154,-0.070907,0.52111,0.40466,0.042625
-0.32807,0.064707,0.32478,-0.010551,-0.12419,0.19061,0.11216,-0.26164
-0.42557,0.2181,0.2618,-0.06902,0.036404,0.056614,0.14559,-0.18184
-0.084456,0.088739,0.30712,-0.063832,0.11835,0.0078674,0.30755,-0.32526
-0.4622,0.22186,0.20869,-0.00053095,0.038798,0.03406,-0.15,-0.023968
0.16439,0.060603,0.030946,0.046688,0.27786,-0.20878,-0.014871,-0.17722
-0.5023,0.26285,0.24526,0.0053219,-0.14468,0.21621,0.16931,-0.10057
-0.56133,0.15626,0.23604,0.062921,-0.16924,0.054352,-0.095827,-0.16102
-0.23744,0.093884,0.19614,-0.046866,0.063738,0.032289,0.067811,-0.12652
0.16812,-0.054387,0.00042222,-0.037445,0.27567,-0.32609,0.03329,-0.049544
-0.49102,0.059411,0.22053,0.037795,-0.07982,-0.12086,0.0035889,-0.23425
-0.14575,0.16815,-0.032655,0.058215,-0.045037,-0.0026631,0.042163,-0.11722
-0.26412,0.070984,-0.052547,0.065021,0.010749,-0.26262,0.10359,-0.31901
0.07927,0.089316,-0.055006,-0.097175,0.14211,-0.12359,0.34494,-0.22423
0.15716,0.096124,-0.26345,-0.22368,0.1515,-0.37251,0.44696,-0.16322
-0.20485,0.11642,0.11626,-0.033855,0.041017,0.16026,0.047772,-0.023968
0.024716,-0.24718,0.057434,0.1068,0.069942,-0.042052,-0.056335,-0.19916
-0.15615,-0.15489,0.102,-0.0045835,-0.039966,-0.06956,0.13125,-0.15633
0.037109,0.4562,-0.31321,0.031084,0.050456,-0.072662,0.053221,0.056787
-0.033659,-0.14183,0.15164,0.15068,0.086652,0.23971,-0.11873,-0.19948
0.093152,0.093205,-0.087209,0.078763,0.1162,0.11938,-0.068996,0.00028347
-0.10683,-0.11307,0.13727,0.0079863,-0.05505,0.17847,0.0048466,-0.17064
-0.1875,0.028074,0.021469,-0.0065798,-0.048584,0.12245,0.081508,-0.20755
-0.20438,0.077525,-0.054441,0.019548,0.020841,-0.0487,-0.0039486,-0.04286
-0.389,0.034443,0.017435,0.15349,0.025863,-0.036596,-0.18612,-0.22297
-0.095843,-0.087798,0.06787,0.037325,-0.0025384,0.2035,0.1644,0.09036
-0.12374,-0.065405,0.044626,-0.018275,0.1125,-0.032927,0.0399,-0.038176
-0.07544,0.0090761,-0.086506,0.018619,0.18058,-0.099711,-0.035202,-0.092111
-0.15626,0.023109,-0.10467,0.020827,0.090081,0.040554,-0.12487,-0.21156
-0.25322,0.1304,-0.1264,0.080762,0.029101,0.056736,0.012294,0.046956
-0.36735,-0.18156,0.0093453,0.079202,0.019111,-0.027969,0.024547,-0.27809
0.047786,0.018045,-0.12496,0.0082321,0.10487,0.0082048,0.19928,-0.0091706
-0.14611,-0.058818,0.04872,0.055848,0.14487,-0.0034294,-0.12448,-0.13645
-0.28016,0.033719,-0.045857,0.088144,-0.0083244,0.15968,-0.093493,-0.35036
-0.33382,0.11829,-0.12205,0.17191,0.10499,-0.15381,-0.10371,-0.065594
-0.065319,-0.10115,-0.063486,0.049837,0.14378,-0.14147,-0.069089,-0.096883
-0.42827,0.1493,0.1428,-0.0035175,-0.17269,0.26002,0.14111,-0.027376
-0.27576,0.054717,-0.0021634,0.089029,-0.0084469,-0.019559,-0.086072,-0.28564
-0.075211,-0.091771,-0.013538,0.0098358,0.033981,-0.042978,0.085645,-0.004111
-0.39708,0.081192,0.084649,0.13042,-0.033983,0.040903,-0.1308,-0.1394
-0.22349,0.043443,-0.1054,0.040397,0.013119,-0.22099,0.041895,-0.10752
-0.27588,-0.091843,-0.0089076,0.051219,-0.014462,-0.22366,-0.079415,-0.062028
0.4973,-0.065571,-0.29273,0.06919,0.4807,-0.29818,-0.3187,-0.33098
-0.93752,0.14372,0.29091,-0.04718,-0.48277,0.16415,0.34939,0.13611
-0.59614,0.068271,0.092549,-0.056503,-0.21254,0.092204,0.062672,-0.21527
-0.37215,0.049695,0.031074,0.022061,-0.13507,-0.094821,-0.1181,-0.18992
-0.17582,0.067927,-0.11017,0.0073291,-0.041579,0.028386,-0.053999,-0.13262
-0.49128,0.016252,0.040226,0.0024446,-0.17656,-0.2152,-0.020216,-0.1103
-0.25145,-0.10274,-0.076025,0.031789,-0.065392,-0.19792,-0.17921,-0.35188
-0.36497,-0.0088904,-0.025296,0.035107,-0.12874,-0.12039,-0.059037,0.066992
